site,rank,title,link
Al Jazeera,1,Kamala Harris campaigns with Abdul El-Sayed to unify Democratic voters,https://www.aljazeera.com/news/2026/9/22/kamala-harris-campaigns-with-abdul-el-sayed-to-unify-democratic-voters?traffic_source=rss
Al Jazeera,2,UNGA Day 1: US and Iran hold talks despite Trump’s threat,https://www.aljazeera.com/video/newsfeed/2026/9/22/unga-day-1-us-and-iran-hold-talks-despite-trumps-threat?traffic_source=rss
Al Jazeera,3,Celebrities at the Pentagon: How unusual was the Paul brothers’ visit?,https://www.aljazeera.com/economy/2026/9/22/celebrities-at-the-pentagon-how-unusual-was-the-paul-brothers-visit?traffic_source=rss
Al Jazeera,4,US Republican calls for probe into Donald Trump Jr’s business dealings,https://www.aljazeera.com/news/2026/9/22/us-republican-calls-for-probe-into-donald-trump-jrs-business-dealings?traffic_source=rss
Al Jazeera,5,Palestinian Americans meet US lawmakers as Trump seeks $2.8bn for Israel,https://www.aljazeera.com/news/2026/9/22/palestinian-americans-meet-us-lawmakers-as-trump-seeks-2-8bn-for-israel?traffic_source=rss
Al Jazeera,6,US signs ‘tremendous’ security deal with Denmark and Greenland,https://www.aljazeera.com/video/newsfeed/2026/9/22/us-signs-tremendous-security-deal-with-denmark-and-greenland?traffic_source=rss
Al Jazeera,7,Qatari Emir says country won’t ‘limit’ itself as Gulf ‘mediator’,https://www.aljazeera.com/video/newsfeed/2026/9/22/qatari-emir-says-country-wont-limit-itself-as-gulf?traffic_source=rss
Al Jazeera,8,Macron: France won’t ‘yield an inch’ on Ukraine support,https://www.aljazeera.com/video/newsfeed/2026/9/22/macron-france-wont-yield-an-inch-on-ukraine-support?traffic_source=rss
Al Jazeera,9,Saudi Arabia’s King Salman slams targeting of Mecca by ‘terrorist’ Houthis,https://www.aljazeera.com/news/2026/9/22/saudi-king-slams-heinous-targeting-of-mecca-by-terrorist-houthis?traffic_source=rss
Al Jazeera,10,Trump: US-Iran meeting at UN was ‘very good’,https://www.aljazeera.com/video/newsfeed/2026/9/22/trump-us-iran-meeting-at-un-was-very?traffic_source=rss
Al Jazeera,11,NYC Mayor Mamdani reaches record DoorDash settlement for underpaid workers,https://www.aljazeera.com/economy/2026/9/22/nyc-mayor-mamdani-reaches-record-doordash-settlement-for-underpaid-workers?traffic_source=rss
Al Jazeera,12,Brazil’s Lula: Gaza’s ‘pain and trauma’ will last generations,https://www.aljazeera.com/video/newsfeed/2026/9/22/brazils-lula-gazas-pain-and-trauma-will-last-generations?traffic_source=rss
Al Jazeera,13,Djibouti minister appeals for aid for Yemeni refugees,https://www.aljazeera.com/video/newsfeed/2026/9/22/djibouti-minister-appeals-for-aid-for-yemeni-refugees?traffic_source=rss
Al Jazeera,14,Trump admin asks top US court to reverse pro-Palestinian scholar’s release,https://www.aljazeera.com/news/2026/9/22/trump-admin-asks-top-us-court-to-reverse-pro-palestinian-scholars-release?traffic_source=rss
Al Jazeera,15,Qatar denounces Israeli aggression across the region,https://www.aljazeera.com/video/newsfeed/2026/9/22/qatar-denounces-israeli-aggression-across-the-region?traffic_source=rss
Al Jazeera,16,What led to the 1994 Tutsi Genocide in Rwanda,https://www.aljazeera.com/video/newsfeed/2026/9/22/what-led-to-the-1994-tutsi-genocide-in-rwanda?traffic_source=rss
Al Jazeera,17,Erdogan accuses Israel of ‘genocidal mindset’ at UNGA,https://www.aljazeera.com/video/newsfeed/2026/9/22/erdogan-accuses-israel-of-genocidal-mindset-at-unga?traffic_source=rss
Al Jazeera,18,Is Ethiopia heading towards renewed civil war?,https://www.aljazeera.com/video/inside-story/2026/9/22/is-ethiopia-heading-towards-renewed-civil-war?traffic_source=rss
Al Jazeera,19,UN Goodwill Ambassador: Millions of refugee children missing school,https://www.aljazeera.com/video/newsfeed/2026/9/22/un-goodwill-ambassador-millions-of-refugee-children-missing-school?traffic_source=rss
Al Jazeera,20,Qatar’s emir urges diplomacy as Gulf at ‘one of the most dangerous phases’,https://www.aljazeera.com/news/2026/9/22/qatars-emir-urges-diplomacy-as-gulf-at-one-of-the-most-dangerous?traffic_source=rss
